@relation gruposArtificiais

@attribute x NUMERIC
@attribute y NUMERIC
@attribute class {1,2,3}

@data
182.0355,354.01915,3
186.88834,346.39326,3
189.21138,389.48686,3
197.53054,370.0755,3
203.07664,352.74393,3
231.50041,334.02584,3
207.92948,345.11804,3
237.04651,348.58436,3
221.10147,374.92834,3
203.7699,386.71381,3
228.0341,386.02055,3
224.00169,347.57633,3
194.94987,388.84925,3
203.26903,369.43789,3
208.81513,352.10632,3
213.66797,344.48043,3
242.785,347.94675,3
226.83996,374.29073,3
209.50839,386.0762,3
233.77259,385.38294,3
224.00169,378.81924,3
227.468,360.7944,3
208.81513,352.10632,3
215.74776,329.22865,3
237.2389,333.38823,3
213.66797,344.48043,3
226.83996,327.84213,3
242.785,347.94675,3
224.00169,347.57633,3
194.94987,388.84925,3
203.26903,369.43789,3
208.81513,352.10632,3
213.66797,344.48043,3
242.785,347.94675,3
226.83996,374.29073,3
209.50839,386.0762,3
233.77259,385.38294,3
322.83129,363.51659,3
233.20649,381.19793,3
241.52565,361.78657,3
247.07175,344.455,3
312.49757,360.42069,3
265.09658,366.63941,3
259.55048,390.21035,3
247.76501,378.42488,3
272.02921,377.73162,3
258.07329,385.6612,3
266.39245,366.24984,3
337.36437,364.88396,3
272.63181,382.88815,3
262.89592,344.38828,3
233.8441,385.6612,3
242.16326,366.24984,3
247.70936,348.91827,3
336.70611,353.79176,3
313.13518,364.88396,3
281.67923,344.7587,3
265.73419,371.10268,3
248.40262,382.88815,3
272.66682,382.19489,3
268.63441,343.75067,3
239.58259,385.02359,3
247.90175,365.61223,3
253.44785,348.28066,3
318.87367,364.24635,3
287.41772,344.12109,3
271.47268,370.46507,3
254.14111,382.25054,3
278.40531,381.55728,3
268.63441,374.99358,3
272.10072,356.96874,3
253.44785,348.28066,3
320.95346,348.99457,3
342.4446,353.15415,3
318.87367,364.24635,3
332.04566,347.60805,3
287.41772,344.12109,3
268.63441,343.75067,3
239.58259,385.02359,3
247.90175,365.61223,3
253.44785,348.28066,3
318.87367,364.24635,3
287.41772,344.12109,3
271.47268,370.46507,3
254.14111,382.25054,3
278.40531,381.55728,3
209.97426,352.03961,3
180.92244,393.31253,3
189.2416,373.90117,3
194.7877,356.5696,3
199.64054,348.94371,3
228.75757,352.41003,3
212.81253,378.75401,3
207.26643,402.32495,3
195.48096,390.53948,3
219.74516,389.84622,3
205.78924,397.7758,3
214.1084,378.36444,3
224.50734,353.40698,3
220.34776,395.00275,3
210.61187,356.50288,3
181.56005,397.7758,3
189.87921,378.36444,3
195.42531,361.03287,3
200.27815,353.40698,3
229.39518,356.8733,3
213.45014,383.21728,3
196.11857,395.00275,3
220.38277,394.30949,3
216.35036,355.86527,3
187.29854,397.13819,3
201.1638,360.39526,3
206.01664,352.76937,3
235.13367,356.23569,3
219.18863,382.57967,3
201.85706,394.36514,3
226.12126,393.67188,3
216.35036,387.10818,3
219.81667,369.08334,3
201.1638,360.39526,3
208.09643,337.51759,3
229.58757,341.67717,3
286.35554,346.39327,3
315.47257,349.85959,3
299.52753,376.20357,3
282.19596,387.98904,3
306.46016,387.29578,3
296.68926,380.73208,3
300.15557,362.70724,3
281.5027,354.01916,3
349.00831,354.73307,3
370.49945,358.89265,3
286.35554,346.39327,3
360.10051,353.34655,3
315.47257,349.85959,3
296.68926,349.48917,3
267.63744,390.76209,3
275.9566,371.35073,3
281.5027,354.01916,3
286.35554,346.39327,3
315.47257,349.85959,3
299.52753,376.20357,3
282.19596,387.98904,3
306.46016,387.29578,3
387.86754,341.20024,3
298.24274,358.88158,3
367.13488,363.0618,3
372.68098,345.73023,3
377.53382,338.10434,3
406.65085,341.57066,3
330.13283,344.32306,3
324.58673,367.894,3
312.80126,356.10853,3
337.06546,355.41527,3
323.10954,363.34485,3
331.4287,343.93349,3
402.40062,342.56761,3
337.66806,360.5718,3
388.50515,345.66351,3
298.88035,363.34485,3
307.19951,343.93349,3
373.31859,350.1935,3
401.74236,331.47541,3
378.17143,342.56761,3
407.28846,346.03393,3
330.77044,348.78633,3
313.43887,360.5718,3
337.70307,359.87854,3
394.24364,345.0259,3
304.61884,362.70724,3
373.51098,366.88746,3
379.05708,349.55589,3
383.90992,341.93,3
413.02695,345.39632,3
336.50893,348.14872,3
319.17736,359.93419,3
343.44156,359.24093,3
333.67066,352.67723,3
397.70995,358.24397,3
379.05708,349.55589,3
385.98971,326.67822,3
407.48085,330.8378,3
383.90992,341.93,3
397.08191,325.2917,3
413.02695,345.39632,3
394.24364,345.0259,3
304.61884,362.70724,3
373.51098,366.88746,3
379.05708,349.55589,3
383.90992,341.93,3
413.02695,345.39632,3
336.50893,348.14872,3
319.17736,359.93419,3
343.44156,359.24093,3
344.51004,340.56263,3
254.88524,358.24397,3
323.77738,362.42419,3
329.32348,345.09262,3
334.17632,337.46673,3
363.29335,340.93305,3
286.77533,343.68545,3
281.22923,367.25639,3
269.44376,355.47092,3
293.70796,354.77766,3
279.75204,362.70724,3
348.64418,366.88746,3
359.04312,341.93,3
294.31056,359.93419,3
345.14765,345.0259,3
255.52285,362.70724,3
324.41499,366.88746,3
329.96109,349.55589,3
358.38486,330.8378,3
334.81393,341.93,3
363.93096,345.39632,3
345.45613,356.04809,3
351.00223,338.71652,3
355.85507,331.09063,3
384.9721,334.55695,3
369.02706,360.90093,3
302.90798,360.88029,3
291.12251,349.09482,3
315.38671,348.40156,3
301.43079,356.33114,3
370.32293,360.51136,3
380.72187,335.5539,3
315.98931,353.55809,3
366.8264,338.6498,3
277.2016,356.33114,3
346.09374,360.51136,3
351.63984,343.17979,3
380.06361,324.4617,3
356.49268,335.5539,3
385.60971,339.02022,3
309.09169,341.77262,3
291.76012,353.55809,3
316.02432,352.86483,3
372.56489,338.01219,3
282.94009,355.69353,3
351.83223,359.87375,3
357.37833,342.54218,3
362.23117,334.91629,3
391.3482,338.38261,3
314.83018,341.13501,3
297.49861,352.92048,3
321.76281,352.22722,3
311.99191,345.66352,3
376.0312,351.23026,3
357.37833,342.54218,3
364.31096,319.66451,3
385.8021,323.82409,3
362.23117,334.91629,3
375.40316,318.27799,3
391.3482,338.38261,3
372.56489,338.01219,3
282.94009,355.69353,3
351.83223,359.87375,3
357.37833,342.54218,3
362.23117,334.91629,3
391.3482,338.38261,3
314.83018,341.13501,3
297.49861,352.92048,3
321.76281,352.22722,3
323.4689,357.77811,3
233.8441,375.45945,3
242.16326,356.04809,3
313.13518,354.68221,3
281.67923,334.55695,3
265.73419,360.90093,3
260.18809,384.47187,3
248.40262,372.6864,3
272.66682,371.99314,3
258.7109,379.92272,3
267.03006,360.51136,3
338.00198,359.14548,3
273.26942,377.14967,3
324.10651,362.24138,3
234.48171,379.92272,3
242.80087,360.51136,3
308.91995,366.77137,3
337.34372,348.05328,3
313.77279,359.14548,3
282.31684,339.02022,3
266.3718,365.3642,3
249.04023,377.14967,3
254.77872,376.51206,3
279.04292,375.8188,3
418.47284,343.75068,3
328.84804,361.43202,3
397.74018,365.61224,3
403.28628,348.28067,3
408.13912,340.65478,3
437.25615,344.1211,3
360.73813,346.8735,3
343.40656,358.65897,3
367.67076,357.96571,3
353.71484,365.89529,3
362.034,346.48393,3
433.00592,345.11805,3
368.27336,363.12224,3
419.11045,348.21395,3
329.48565,365.89529,3
337.80481,346.48393,3
403.92389,352.74394,3
432.34766,334.02585,3
408.77673,345.11805,3
437.89376,348.58437,3
361.37574,351.33677,3
344.04417,363.12224,3
368.30837,362.42898,3
424.84894,347.57634,3
335.22414,365.25768,3
343.5433,345.84632,3
409.66238,352.10633,3
414.51522,344.48044,3
443.63225,347.94676,3
367.11423,350.69916,3
349.78266,362.48463,3
374.04686,361.79137,3
364.27596,355.22767,3
428.31525,360.79441,3
409.66238,352.10633,3
416.59501,329.22866,3
438.08615,333.38824,3
414.51522,344.48044,3
427.68721,327.84214,3
443.63225,347.94676,3
424.84894,347.57634,3
335.22414,365.25768,3
343.5433,345.84632,3
409.66238,352.10633,3
414.51522,344.48044,3
443.63225,347.94676,3
367.11423,350.69916,3
349.78266,362.48463,3
374.04686,361.79137,3
388.50515,338.6498,3
298.88035,356.33114,3
367.77249,360.51136,3
373.31859,343.17979,3
378.17143,335.5539,3
407.28846,339.02022,3
330.77044,341.77262,3
436.80615,364.06834,3
313.43887,353.55809,3
449.28488,351.58961,3
323.74715,360.79441,3
392.63929,364.97463,3
403.03823,340.01717,3
449.88748,356.74614,3
389.14276,343.11307,3
299.51796,360.79441,3
368.4101,364.97463,3
373.9562,347.64306,3
402.37997,328.92497,3
378.80904,340.01717,3
407.92607,343.48349,3
331.40805,346.23589,3
425.65829,356.74614,3
449.92249,356.05288,3
394.88125,342.47546,3
305.25645,360.1568,3
374.14859,364.33702,3
379.69469,347.00545,3
431.09308,340.01718,3
155.82496,411.82936,3
164.14412,392.418,3
161.56345,411.19175,3
161.56345,411.19175,3
165.41934,421.11047,3
175.81828,396.15301,3
166.05695,425.57374,3
176.45589,400.61628,3
163.19803,427.94137,3
160.28823,438.60899,3
148.01147,432.47136,3
152.86431,424.84547,3
160.92584,443.07226,3
177.07285,418.21654,3
166.66433,442.43465,3
161.3202,413.41935,3
166.66433,442.43465,3
169.41675,399.16303,3
157.63128,387.37756,3
167.93956,394.61388,3
143.71037,394.61388,3
175.60046,380.05536,3
158.26889,391.84083,3
149.44886,393.97627,3
164.00738,391.20322,3
149.44886,393.97627,3
164.00738,391.20322,3
162.20106,396.52672,3
162.83867,400.98999,3
287.04149,338.50582,3
266.30883,360.36738,3
271.85493,343.03581,3
278.78756,320.15814,3
300.2787,324.31772,3
276.70777,335.40992,3
289.87976,318.77162,3
305.8248,338.87624,3
262.38144,333.26819,3
274.86017,322.17599,3
244.95921,331.4921,3
229.77265,336.02209,3
303.65436,324.62141,3
258.19642,317.304,3
301.57457,339.87319,3
247.79748,311.7579,3
263.74252,331.86252,3
247.79748,358.2065,3
274.76951,322.47968,3
287.24824,337.73146,3
299.72697,326.63926,3
287.6791,342.96909,3
272.49254,347.49908,3
279.42517,324.62141,3
300.91631,328.78099,3
277.34538,339.87319,3
290.51737,323.23489,3
306.46241,343.33951,3
250.54032,322.47968,3
263.01905,337.73146,3
285.16366,355.2267,3
306.6548,359.38628,3
296.25586,353.84018,3
261.82491,329.51404,3
244.49334,341.29951,3
268.75754,340.60625,3
278.46322,341.29951,3
293.41759,342.33148,3
278.23103,346.86147,3
285.16366,323.9838,3
306.6548,328.14338,3
283.08387,339.23558,3
296.25586,322.59728,3
312.2009,342.7019,3
256.27881,321.84207,3
268.75754,337.09385,3
281.23627,326.00165,3
276.83973,358.90935,3
266.50601,355.81345,3
291.37281,360.27672,3
290.71455,349.18452,3
267.14362,360.27672,3
272.88211,359.63911,3
274.9619,344.38733,3
296.45304,348.54691,3
272.88211,359.63911,3
311.57917,350.16561,3
321.97811,325.20815,3
335.1501,355.01845,3
312.21678,354.62888,3
322.61572,329.67142,3
317.95527,353.99127,3
317.95527,353.99127,3
264.72514,341.69387,3
249.53858,346.22386,3
276.31821,344.31103,3
281.17105,336.68514,3
310.28808,340.15146,3
306.03785,341.14841,3
292.14238,344.24431,3
276.95582,348.7743,3
305.37959,330.05621,3
281.80866,341.14841,3
297.88087,343.6067,3
282.69431,348.13669,3
287.54715,340.5108,3
316.66418,343.97712,3
301.34718,356.82477,3
228.67171,377.73162,3
216.19298,358.96744,3
196.15358,405.78647,3
205.85926,406.47973,3
207.70208,437.30764,3
216.02124,417.89628,3
226.42018,392.93882,3
222.2606,434.53459,3
208.33969,441.77091,3
216.65885,422.35955,3
227.05779,397.40209,3
222.89821,438.99786,3
214.07818,441.1333,3
214.07818,441.1333,3
220.68169,379.549,3
216.52211,421.14477,3
214.71579,426.46827,3
215.3534,430.93154,3
221.09189,430.29393,3
221.09189,430.29393,3
199.18246,420.1183,3
199.82007,424.58157,3
188.9807,440.52183,3
197.29986,421.11047,3
203.53922,437.74878,3
189.61831,444.9851,3
197.93747,425.57374,3
195.3568,444.34749,3
195.3568,444.34749,3
199.21269,454.26621,3
209.61163,429.30875,3
199.8503,458.72948,3
210.24924,433.77202,3
196.99138,461.09711,3
191.12093,466.29014,3
210.8662,451.37228,3
195.11355,446.57509,3
203.2101,432.31877,3
191.42463,420.5333,3
201.73291,427.76962,3
177.50372,427.76962,3
209.39381,413.2111,3
192.06224,424.99657,3
183.24221,427.13201,3
197.80073,424.35896,3
183.24221,427.13201,3
197.80073,424.35896,3
195.99441,429.68246,3
196.63202,434.14573,3
187.29854,431.56915,3
146.69345,429.10458,3
168.87786,417.31911,3
191.69031,385.0586,3
174.26808,383.28251,3
159.08152,387.8125,3
187.50529,369.09441,3
177.10635,363.54831,3
177.10635,409.99691,3
184.03898,421.08912,3
187.93615,436.03242,3
179.84919,374.27009,3
169.51547,421.78238,3
192.32792,389.52187,3
170.11329,415.34584,3
175.65939,398.01427,3
182.59202,375.1366,3
180.51223,390.38838,3
193.68422,420.19868,3
185.58768,373.63248,3
165.54828,420.45151,3
175.25396,421.14477,3
167.56285,376.45161,3
191.13378,381.30445,3
185.58768,404.87539,3
173.80221,393.08992,3
198.06641,392.39666,3
185.58768,373.63248,3
165.54828,420.45151,3
175.25396,421.14477,3
177.09678,451.97268,3
185.41594,432.56132,3
195.81488,407.60386,3
191.6553,449.19963,3
177.73439,456.43595,3
186.05355,437.02459,3
196.45249,412.06713,3
192.29291,453.6629,3
183.47288,455.79834,3
183.47288,455.79834,3
187.32877,465.71706,3
197.72771,440.7596,3
187.96638,470.18033,3
198.36532,445.22287,3
185.10746,472.54796,3
174.38417,485.36688,3
173.94025,470.28555,3
198.98228,462.82313,3
187.6929,466.31487,3
173.30135,415.34584,3
178.84745,398.01427,3
183.70029,390.38838,3
196.87228,420.19868,3
191.32618,443.76962,3
179.54071,431.98415,3
158.3754,455.18687,3
166.69456,435.77551,3
172.93392,452.41382,3
183.2422,480.69128,3
167.33217,440.23878,3
164.7515,459.01253,3
164.7515,459.01253,3
173.07066,477.22018,3
179.00633,443.97379,3
173.70827,481.68345,3
179.64394,448.43706,3
170.84935,484.05108,3
160.51563,480.95518,3
184.72417,474.32625,3
168.97152,469.52906,3
172.6048,446.98381,3
160.81933,435.19834,3
171.12761,442.43466,3
146.89842,442.43466,3
178.78851,427.87614,3
161.45694,439.66161,3
152.63691,441.79705,3
167.19543,439.024,3
152.63691,441.79705,3
167.19543,439.024,3
165.38911,444.3475,3
166.02672,448.81077,3
187.93615,484.49081,3
147.33106,482.02624,3
173.97874,478.5297,3
192.32792,437.98026,3
174.90569,436.20417,3
159.71913,440.73416,3
188.1429,422.01607,3
177.74396,416.46997,3
193.689,436.57459,3
182.20723,471.2075,3
184.67659,474.01078,3
188.57376,488.95408,3
180.4868,427.19175,3
160.4474,474.01078,3
174.61635,482.99297,3
192.96553,442.44353,3
175.21417,476.55643,3
176.297,450.93593,3
183.22963,428.05826,3
181.14984,443.31004,3
194.95944,475.67078,3
186.22529,426.55414,3
166.18589,473.37317,3
180.35484,482.35536,3
168.20046,429.37327,3
191.77139,434.22611,3
190.68856,466.08598,3
174.43982,446.01158,3
198.70402,445.31832,3
186.22529,426.55414,3
166.18589,473.37317,3
180.35484,482.35536,3
177.73439,504.89434,3
186.05355,485.48298,3
197.0901,463.07596,3
192.29291,502.12129,3
178.372,509.35761,3
186.69116,489.94625,3
197.72771,467.53923,3
192.93052,506.58456,3
184.11049,508.72,3
184.11049,508.72,3
187.96638,518.63872,3
198.36532,493.68126,3
188.60399,523.10199,3
199.00293,498.14453,3
185.74507,525.46962,3
170.55851,529.99961,3
175.41135,522.37372,3
199.61989,515.74479,3
183.86724,510.9476,3
178.40223,476.55643,3
179.48506,450.93593,3
184.3379,443.31004,3
198.1475,475.67078,3
191.96379,496.69128,3
180.17832,484.90581,3
190.4866,492.14213,3
166.25741,492.14213,3
179.03984,481.0197,3
180.12267,455.3992,3
184.97551,447.77331,3
198.78511,480.13405,3
180.81593,489.36908,3
171.9959,491.50452,3
184.77833,480.38209,3
190.714,447.1357,3
186.55442,488.73147,3
192.79379,431.88392,3
190.714,447.1357,3
171.9959,491.50452,3
184.77833,480.38209,3
190.714,447.1357,3
186.55442,488.73147,3
184.7481,494.05497,3
185.38571,498.51824,3
191.1242,497.88063,3
191.1242,497.88063,3
169.21477,487.705,3
169.85238,492.16827,3
159.01301,508.10853,3
167.33217,488.69717,3
173.57153,505.33548,3
159.65062,512.5718,3
167.96978,493.16044,3
165.38911,511.93419,3
165.38911,511.93419,3
169.245,521.85291,3
179.64394,496.89545,3
169.88261,526.31618,3
180.28155,501.35872,3
167.02369,528.68381,3
156.68997,525.58791,3
180.89851,518.95898,3
165.14586,514.16179,3
173.24241,499.90547,3
161.45694,488.12,3
171.76522,495.35632,3
147.53603,495.35632,3
183.88939,489.08673,3
162.09455,492.58327,3
153.27452,494.71871,3
167.83304,491.94566,3
153.27452,494.71871,3
167.83304,491.94566,3
166.02672,497.26916,3
166.66433,501.73243,3
194.94986,512.54566,3
154.34477,510.08109,3
176.52918,498.29562,3
199.34163,466.03511,3
181.9194,464.25902,3
171.19611,477.07794,3
212.45582,468.51533,3
198.7851,453.45136,3
201.34032,467.17988,3
184.75767,490.97342,3
191.6903,502.06563,3
195.58747,517.00893,3
187.50051,455.2466,3
167.46111,502.06563,3
177.16679,502.75889,3
204.38917,473.04758,3
177.76461,496.32235,3
183.31071,478.99078,3
194.70661,464.40204,3
192.62682,479.65382,3
201.33554,501.17519,3
193.239,454.60899,3
173.1996,501.42802,3
182.90528,502.12128,3
194.34248,468.2675,3
203.56973,464.74767,3
193.239,485.8519,3
185.9168,482.35536,3
205.71773,473.37317,3
193.239,454.60899,3
173.1996,501.42802,3
182.90528,502.12128,3
184.7481,532.94919,3
193.06726,513.53783,3
203.4662,488.58037,3
213.33404,532.72658,3
185.38571,537.41246,3
193.70487,518.0011,3
204.10381,493.04364,3
213.97165,537.18985,3
203.8049,487.07625,3
185.74506,482.74972,3
170.5585,487.27971,3
198.98227,468.56162,3
188.58333,463.01552,3
204.52837,483.12014,3
188.58333,509.46412,3
195.51596,520.55633,3
213.44055,538.05007,3
191.32617,473.7373,3
171.28677,520.55633,3
180.99245,521.24959,3
203.8049,488.98908,3
181.59027,514.81305,3
187.13637,497.48148,3
194.70661,477.15425,3
191.98921,489.85559,3
205.1612,519.66589,3
197.06466,473.09969,3
177.02526,519.91872,3
186.73094,520.61198,3
183.5031,484.20775,3
203.24837,483.3221,3
197.06466,504.3426,3
185.27919,492.55713,3
209.54339,491.86387,3
197.06466,473.09969,3
177.02526,519.91872,3
186.73094,520.61198,3
188.57376,551.43989,3
210.92034,534.57897,3
207.29186,507.07107,3
217.1597,551.21728,3
189.21137,555.90316,3
201.55337,493.68125,3
211.42121,537.82746,3
195.58747,540.60052,3
210.2525,547.61423,3
215.99099,546.97662,3
215.99099,546.97662,3
180.05414,534.25055,3
180.69175,538.71382,3
169.85238,554.65408,3
178.17154,535.24272,3
184.4109,551.88103,3
170.48999,559.11735,3
178.80915,539.70599,3
176.22848,558.47974,3
176.22848,558.47974,3
180.08437,568.39846,3
190.48331,543.441,3
180.72198,572.86173,3
191.12092,547.90427,3
177.86306,575.22936,3
167.52934,572.13346,3
191.73788,565.50453,3
175.98523,560.70734,3
184.08178,546.45102,3
172.29631,534.66555,3
182.60459,541.90187,3
158.3754,541.90187,3
190.26549,527.34335,3
172.93392,539.12882,3
164.11389,541.26426,3
178.67241,538.49121,3
164.11389,541.26426,3
178.67241,538.49121,3
176.86609,543.81471,3
177.5037,548.27798,3
214.07816,543.15096,3
159.44565,538.13595,3
181.63006,526.35048,3
204.44251,494.08997,3
187.02028,492.31388,3
171.83372,496.84387,3
200.25749,478.12578,3
178.372,548.25184,3
186.69116,528.84048,3
192.23726,511.50891,3
197.0901,503.88302,3
224.28951,536.24376,3
192.93052,545.47879,3
184.11049,547.61423,3
192.42965,528.20287,3
202.82859,503.24541,3
212.69643,547.39162,3
204.90838,487.99363,3
202.82859,503.24541,3
179.44676,544.80688,3
185.68612,561.44519,3
171.76521,568.68151,3
180.08437,549.27015,3
177.5037,568.0439,3
177.5037,568.0439,3
181.35959,577.96262,3
191.75853,553.00516,3
181.9972,582.42589,3
192.39614,557.46843,3
179.13828,584.79352,3
168.80456,581.69762,3
193.0131,575.06869,3
177.26045,570.2715,3
185.357,556.01518,3
173.57153,544.22971,3
183.87981,551.46603,3
159.65062,551.46603,3
191.54071,536.90751,3
174.20914,548.69298,3
165.38911,550.82842,3
179.94763,548.05537,3
165.38911,550.82842,3
179.94763,548.05537,3
178.14131,553.37887,3
178.77892,557.84214,3
214.71577,568.65537,3
160.08326,563.64036,3
182.26767,551.85489,3
205.08012,519.59438,3
187.65789,517.81829,3
172.47133,522.34828,3
200.8951,503.63019,3
190.49616,498.08409,3
206.4412,518.18871,3
190.49616,544.53269,3
215.35338,573.11864,3
193.239,508.80587,3
173.1996,555.6249,3
182.90528,556.31816,3
205.71773,524.05765,3
183.5031,549.88162,3
189.0492,532.55005,3
195.98183,509.67238,3
193.90204,524.92416,3
221.10145,557.2849,3
198.97749,508.16826,3
188.64377,555.68055,3
180.95266,510.98739,3
204.52359,515.84023,3
198.97749,539.41117,3
187.19202,527.6257,3
225.48364,529.48288,3
198.97749,508.16826,3
188.64377,555.68055,3
190.48659,586.50846,3
212.83317,569.64754,3
223.23211,544.69008,3
219.07253,586.28585,3
191.1242,590.97173,3
213.47078,574.11081,3
223.86972,549.15335,3
219.71014,590.74912,3
210.89011,592.88456,3
210.89011,592.88456,3
214.746,602.80328,3
225.14494,577.84582,3
215.38361,607.26655,3
225.78255,582.30909,3
212.52469,609.63418,3
183.31071,611.61373,3
188.16355,603.98784,3
226.39951,599.90935,3
210.64686,595.11216,3
186.69116,549.88162,3
192.23726,532.55005,3
197.0901,524.92416,3
224.28951,557.2849,3
218.74341,580.85584,3
192.93052,566.51993,3
217.26622,576.30669,3
179.00961,573.75625,3
187.32877,554.34489,3
192.87487,537.01332,3
197.72771,529.38743,3
224.92712,561.74817,3
193.56813,570.9832,3
184.7481,573.11864,3
193.06726,553.70728,3
217.49362,531.30026,3
213.33404,572.89603,3
205.54599,513.49804,3
217.49362,531.30026,3
184.7481,573.11864,3
193.06726,553.70728,3
217.49362,531.30026,3
213.33404,572.89603,3
211.52772,578.21953,3
212.16533,582.6828,3
217.90382,582.04519,3
217.90382,582.04519,3
181.96697,569.31912,3
182.60458,573.78239,3
171.76521,589.72265,3
180.08437,570.31129,3
186.32373,586.9496,3
172.40282,594.18592,3
180.72198,574.77456,3
178.14131,593.54831,3
178.14131,593.54831,3
184.51742,576.97044,3
160.28823,576.97044,3
192.17832,562.41192,3
174.84675,574.19739,3
166.02672,576.33283,3
180.58524,573.55978,3
166.02672,576.33283,3
200.8951,503.63019,3
190.49616,498.08409,3
206.4412,518.18871,3
190.49616,544.53269,3
215.35338,573.11864,3
193.239,508.80587,3
173.1996,555.6249,3
182.90528,556.31816,3
205.71773,524.05765,3
183.5031,549.88162,3
189.0492,532.55005,3
195.98183,509.67238,3
193.90204,524.92416,3
221.10145,557.2849,3
198.97749,508.16826,3
188.64377,555.68055,3
180.95266,510.98739,3
204.52359,515.84023,3
198.97749,539.41117,3
187.19202,527.6257,3
225.48364,529.48288,3
198.97749,508.16826,3
188.64377,555.68055,3
190.48659,586.50846,3
212.83317,569.64754,3
223.23211,544.69008,3
219.07253,586.28585,3
191.1242,590.97173,3
213.47078,574.11081,3
223.86972,549.15335,3
219.71014,590.74912,3
210.89011,592.88456,3
197.72771,529.38743,3
224.92712,561.74817,3
193.56813,570.9832,3
184.7481,573.11864,3
193.06726,553.70728,3
217.49362,531.30026,3
213.33404,572.89603,3
205.54599,513.49804,3
217.49362,531.30026,3
184.7481,573.11864,3
193.06726,553.70728,3
217.49362,531.30026,3
213.33404,572.89603,3
211.52772,578.21953,3
212.16533,582.6828,3
217.90382,582.04519,3
217.90382,582.04519,3
181.96697,569.31912,3
182.60458,573.78239,3
171.76521,589.72265,3
180.08437,570.31129,3
186.32373,586.9496,3
172.40282,594.18592,3
180.72198,574.77456,3
178.14131,593.54831,3
178.14131,593.54831,3
181.9972,603.46703,3
192.39614,578.50957,3
182.63481,607.9303,3
193.03375,582.97284,3
179.77589,610.29793,3
169.44217,607.20203,3
193.65071,600.5731,3
177.89806,595.77591,3
185.99461,581.51959,3
174.20914,569.73412,3
184.51742,576.97044,3
160.28823,576.97044,3
192.17832,562.41192,3
174.84675,574.19739,3
166.02672,576.33283,3
180.58524,573.55978,3
166.02672,576.33283,3
180.58524,573.55978,3
178.77892,578.88328,3
179.41653,583.34655,3
414.31805,380.27728,3
453.83402,358.78614,3
449.58379,359.78309,3
435.68832,362.87899,3
420.50176,367.40898,3
425.3546,359.78309,3
454.47163,363.24941,3
441.42681,362.24138,3
426.24025,366.77137,3
431.09309,359.14548,3
460.21012,362.6118,3
444.89312,375.45945,3
426.24025,366.77137,3
431.09309,359.14548,3
460.21012,362.6118,3
441.42681,362.24138,3
426.24025,366.77137,3
431.09309,359.14548,3
460.21012,362.6118,3
416.85262,361.97419,3
416.85262,361.97419,3
416.85262,361.97419,3
416.21023,378.11641,3
417.5061,377.72684,3
423.21437,368.44574,3
465.65601,360.96616,3
450.46945,365.49615,3
455.32229,357.87026,3
484.43932,361.33658,3
409.21717,363.69941,3
480.18909,362.33353,3
466.29362,365.42943,3
451.10706,369.95942,3
455.9599,362.33353,3
472.03211,364.79182,3
456.84555,369.32181,3
461.69839,361.69592,3
414.2974,367.91464,3
411.45913,372.44315,3
475.49842,378.00989,3
456.84555,369.32181,3
461.69839,361.69592,3
472.03211,364.79182,3
456.84555,369.32181,3
461.69839,361.69592,3
414.2974,367.91464,3
414.95566,377.72684,3
439.82246,382.19011,3
497.07065,373.96162,3
415.59327,382.19011,3
421.13937,364.85854,3
455.10924,360.69897,3
472.84146,373.96162,3
421.33176,381.5525,3
426.87786,364.22093,3
460.84773,360.06136,3
478.57995,373.32401,3
426.87786,364.22093,3
460.84773,360.06136,3
421.33176,381.5525,3
426.87786,364.22093,3
460.84773,360.06136,3
478.57995,373.32401,3
454.17902,360.96616,3
438.99246,365.49615,3
443.8453,357.87026,3
472.96233,361.33658,3
468.7121,362.33353,3
454.81663,365.42943,3
439.63007,369.95942,3
444.48291,362.33353,3
460.55512,364.79182,3
445.36856,369.32181,3
450.2214,361.69592,3
464.02143,378.00989,3
445.36856,369.32181,3
450.2214,361.69592,3
460.55512,364.79182,3
445.36856,369.32181,3
450.2214,361.69592,3
471.06537,373.90118,3
416.73175,366.94791,3
427.04003,374.18423,3
471.70298,378.36445,3
417.36936,371.41118,3
477.44147,377.72684,3
423.10785,370.77357,3
477.44147,377.72684,3
423.10785,370.77357,3
427.04003,364.62008,3
409.21716,374.53879,3
427.67764,369.08335,3
466.50036,365.61704,3
414.29739,378.75402,3
472.23885,364.97943,3
414.92543,365.25769,3
414.29739,378.75402,3
472.23885,364.97943,3
468.51493,373.90118,3
414.18131,366.94791,3
424.48959,374.18423,3
469.15254,378.36445,3
414.81892,371.41118,3
474.89103,377.72684,3
420.55741,370.77357,3
474.89103,377.72684,3
420.55741,370.77357,3
425.1272,363.98247,3
425.76481,368.44574,3
464.58753,364.97943,3
412.38456,378.11641,3
470.32602,364.34182,3
413.0126,364.62008,3
412.38456,378.11641,3
470.32602,364.34182,3
461.50121,378.36446,3
424.49916,359.62572,3
417.47587,378.64751,3
432.03439,375.87446,3
482.87148,360.96617,3
441.09768,382.19012,3
467.68492,365.49616,3
472.53776,357.87027,3
425.13677,364.08899,3
467.87731,382.19012,3
473.42341,364.85855,3
430.87526,363.45138,3
413.54369,375.23685,3
428.03699,367.97989,3
473.42341,364.85855,3
467.87731,382.19012,3
473.42341,364.85855,3
